gene	chromosome	arm
TRNAU1AP	1	p
ENSG00000143756	1	q
FBXO28	1	q
ENSG00000143379	1	q
SETDB1	1	q
ENSG00000176261	1	p
ZBTB8OS	1	p
ENSG00000130772	1	p
MED18	1	p
ENSG00000196550	1	q
FAM72A	1	q
ENSG00000122176	1	q
FMOD	1	q
ENSG00000132768	1	p
DPH2	1	p
ENSG00000204178	1	p
MACO1	1	p
ENSG00000154370	1	q
TRIM11	1	q
ENSG00000143816	1	q
WNT9A	1	q
ENSG00000134193	1	p
REG4	1	p
ENSG00000273136	1	p
NBPF26	1	p
ENSG00000269713	1	q
NBPF9	1	q
ENSG00000137965	1	p
IFI44	1	p
ENSG00000197429	1	p
IPP	1	p
ENSG00000163545	1	q
NUAK2	1	q
ENSG00000116977	1	q
LGALS8	1	q
ENSG00000143365	1	q
RORC	1	q
ENSG00000168528	1	p
SERINC2	1	p
ENSG00000173285	1	q
OR10K1	1	q
ENSG00000162746	1	q
FCRLB	1	q
ENSG00000182004	1	q
SNRPE	1	q
ENSG00000178104	1	q
PDE4DIP	1	q
ENSG00000169598	1	p
DFFB	1	p
ENSG00000116690	1	q
PRG4	1	q
ENSG00000058668	1	q
ATP2B4	1	q
ENSG00000143815	1	q
LBR	1	q
ENSG00000196187	1	q
TMEM63A	1	q
ENSG00000066056	1	p
TIE1	1	p
ENSG00000142892	1	p
PIGK	1	p
ENSG00000203859	1	p
HSD3B2	1	p
ENSG00000266094	1	q
RASSF5	1	q
ENSG00000163485	1	q
ADORA1	1	q
ENSG00000174175	1	q
SELP	1	q
ENSG00000117448	1	p
AKR1A1	1	p
ENSG00000134371	1	q
CDC73	1	q
ENSG00000162576	1	p
MXRA8	1	p
ENSG00000135773	1	q
CAPN9	1	q
ENSG00000081277	1	q
PKP1	1	q
ENSG00000131779	1	q
PEX11B	1	q
ENSG00000117676	1	p
RPS6KA1	1	p
ENSG00000198912	1	p
C1orf174	1	p
ENSG00000197520	1	q
FAM177B	1	q
ENSG00000070785	1	p
EIF2B3	1	p
ENSG00000121486	1	q
TRMT1L	1	q
ENSG00000160097	1	p
FNDC5	1	p
ENSG00000173660	1	p
UQCRH	1	p
ENSG00000196805	1	q
SPRR2B	1	q
ENSG00000158882	1	q
TOMM40L	1	q
ENSG00000162909	1	q
CAPN2	1	q
ENSG00000254685	1	p
FPGT	1	p
ENSG00000143774	1	q
GUK1	1	q
ENSG00000177000	1	p
MTHFR	1	p
ENSG00000177674	1	p
AGTRAP	1	p
ENSG00000158014	1	p
SLC30A2	1	p
ENSG00000078369	1	p
GNB1	1	p
ENSG00000143632	1	q
ACTA1	1	q
ENSG00000188786	1	p
MTF1	1	p
ENSG00000131697	1	p
NPHP4	1	p
ENSG00000163866	1	p
SMIM12	1	p
ENSG00000142583	1	p
SLC2A5	1	p
ENSG00000006555	1	p
TTC22	1	p
ENSG00000162496	1	p
DHRS3	1	p
ENSG00000154380	1	q
ENAH	1	q
ENSG00000198830	1	p
HMGN2	1	p
ENSG00000116525	1	p
TRIM62	1	p
ENSG00000187889	1	p
FYB2	1	p
ENSG00000178796	1	q
RIIAD1	1	q
ENSG00000168389	1	p
MFSD2A	1	p
ENSG00000198049	1	q
AVPR1B	1	q
ENSG00000158714	1	q
SLAMF8	1	q
ENSG00000117713	1	p
ARID1A	1	p
ENSG00000143156	1	q
NME7	1	q
ENSG00000065243	1	p
PKN2	1	p
ENSG00000116151	1	p
MORN1	1	p
ENSG00000158966	1	p
CACHD1	1	p
ENSG00000198570	1	q
RD3	1	q
ENSG00000282872	1	p
C1orf232	1	p
ENSG00000158716	1	q
DUSP23	1	q
ENSG00000117523	1	q
PRRC2C	1	q
ENSG00000169972	1	p
PUSL1	1	p
ENSG00000143494	1	q
VASH2	1	q
ENSG00000197982	1	p
C1orf122	1	p
ENSG00000159348	1	q
CYB5R1	1	q
ENSG00000259823	1	q
LYPD8	1	q
ENSG00000162892	1	q
IL24	1	q
ENSG00000075945	1	q
KIFAP3	1	q
ENSG00000132879	1	p
FBXO44	1	p
ENSG00000143196	1	q
DPT	1	q
ENSG00000116260	1	q
QSOX1	1	q
ENSG00000215845	1	q
TSTD1	1	q
ENSG00000035687	1	q
ADSS2	1	q
ENSG00000143314	1	q
MRPL24	1	q
ENSG00000169962	1	p
TAS1R3	1	p
ENSG00000160055	1	p
TMEM234	1	p
ENSG00000174950	1	p
CD164L2	1	p
ENSG00000265491	1	q
RNF115	1	q
ENSG00000265972	1	q
TXNIP	1	q
ENSG00000160753	1	q
RUSC1	1	q
ENSG00000162591	1	p
MEGF6	1	p
ENSG00000132718	1	q
SYT11	1	q
ENSG00000137948	1	p
BRDT	1	p
ENSG00000162419	1	p
GMEB1	1	p
ENSG00000163874	1	p
ZC3H12A	1	p
ENSG00000009724	1	p
MASP2	1	p
ENSG00000118194	1	q
TNNT2	1	q
ENSG00000125944	1	p
HNRNPR	1	p
ENSG00000142669	1	p
SH3BGRL3	1	p
ENSG00000009790	1	q
TRAF3IP3	1	q
ENSG00000007908	1	q
SELE	1	q
ENSG00000187545	1	p
PRAMEF10	1	p
ENSG00000133063	1	q
CHIT1	1	q
ENSG00000171492	1	p
LRRC8D	1	p
ENSG00000133056	1	q
PIK3C2B	1	q
ENSG00000182134	1	q
TDRKH	1	q
ENSG00000154305	1	q
MIA3	1	q
ENSG00000011007	1	p
ELOA	1	p
ENSG00000162755	1	q
KLHDC9	1	q
ENSG00000143674	1	q
MAP3K21	1	q
ENSG00000116604	1	q
MEF2D	1	q
ENSG00000076258	1	q
FMO4	1	q
ENSG00000079277	1	p
MKNK1	1	p
ENSG00000117266	1	q
CDK18	1	q
ENSG00000173406	1	p
DAB1	1	p
ENSG00000118473	1	p
SGIP1	1	p
ENSG00000198929	1	q
NOS1AP	1	q
ENSG00000121931	1	p
LRIF1	1	p
ENSG00000126088	1	p
UROD	1	p
ENSG00000213512	1	p
GBP7	1	p
ENSG00000175707	1	p
KDF1	1	p
ENSG00000211452	1	p
DIO1	1	p
ENSG00000131910	1	p
NR0B2	1	p
ENSG00000159173	1	q
TNNI1	1	q
ENSG00000198837	1	q
DENND4B	1	q
ENSG00000094963	1	q
FMO2	1	q
ENSG00000137975	1	p
CLCA2	1	p
ENSG00000187147	1	p
RNF220	1	p
ENSG00000117013	1	p
KCNQ4	1	p
ENSG00000204138	1	p
PHACTR4	1	p
ENSG00000116675	1	p
DNAJC6	1	p
ENSG00000183856	1	q
IQGAP3	1	q
ENSG00000162714	1	q
ZNF496	1	q
ENSG00000172380	1	p
GNG12	1	p
ENSG00000143036	1	p
SLC44A3	1	p
ENSG00000182901	1	q
RGS7	1	q
ENSG00000198756	1	q
COLGALT2	1	q
ENSG00000126107	1	p
HECTD3	1	p
ENSG00000197312	1	p
DDI2	1	p
ENSG00000117222	1	q
RBBP5	1	q
ENSG00000174574	1	p
AKIRIN1	1	p
ENSG00000183155	1	q
RABIF	1	q
ENSG00000070831	1	p
CDC42	1	p
ENSG00000198835	1	q
GJC2	1	q
ENSG00000181817	1	p
LSM10	1	p
ENSG00000162441	1	p
LZIC	1	p
ENSG00000196071	1	q
OR2L13	1	q
ENSG00000116815	1	p
CD58	1	p
ENSG00000169914	1	p
OTUD3	1	p
ENSG00000116455	1	p
WDR77	1	p
ENSG00000142634	1	p
EFHD2	1	p
ENSG00000197921	1	p
HES5	1	p
ENSG00000085832	1	p
EPS15	1	p
ENSG00000162687	1	q
KCNT2	1	q
ENSG00000158887	1	q
MPZ	1	q
ENSG00000116406	1	q
EDEM3	1	q
ENSG00000143641	1	q
GALNT2	1	q
ENSG00000162706	1	q
CADM3	1	q
ENSG00000153029	1	q
MR1	1	q
ENSG00000116688	1	p
MFN2	1	p
ENSG00000157881	1	p
PANK4	1	p
ENSG00000121454	1	q
LHX4	1	q
ENSG00000293253	1	p
ENSG00000176256	1	p
HMGB4	1	p
ENSG00000168243	1	q
GNG4	1	q
ENSG00000273274	1	p
ZBTB8B	1	p
ENSG00000243364	1	q
EFNA4	1	q
ENSG00000116962	1	q
NID1	1	q
ENSG00000011021	1	p
CLCN6	1	p
ENSG00000134259	1	p
NGF	1	p
ENSG00000162825	1	q
NBPF20	1	q
ENSG00000135845	1	q
PIGC	1	q
ENSG00000143363	1	q
PRUNE1	1	q
ENSG00000158062	1	p
UBXN11	1	p
ENSG00000162366	1	p
PDZK1IP1	1	p
ENSG00000123472	1	p
ATPAF1	1	p
ENSG00000160741	1	q
CRTC2	1	q
ENSG00000116670	1	p
MAD2L2	1	p
ENSG00000160685	1	q
ZBTB7B	1	q
ENSG00000162946	1	q
DISC1	1	q
ENSG00000143184	1	q
XCL1	1	q
ENSG00000122188	1	q
LAX1	1	q
ENSG00000162595	1	p
DIRAS3	1	p
ENSG00000097096	1	p
SYDE2	1	p
ENSG00000117602	1	p
RCAN3	1	p
ENSG00000162598	1	p
C1orf87	1	p
ENSG00000143753	1	q
DEGS1	1	q
ENSG00000136631	1	q
VPS45	1	q
ENSG00000198734	1	q
F5	1	q
ENSG00000286019	1	q
NOTCH2NLB	1	q
ENSG00000132693	1	q
CRP	1	q
ENSG00000162433	1	p
AK4	1	p
ENSG00000240021	1	q
TEX35	1	q
ENSG00000171735	1	p
CAMTA1	1	p
ENSG00000007923	1	p
DNAJC11	1	p
ENSG00000162819	1	q
BROX	1	q
ENSG00000162430	1	p
SELENON	1	p
ENSG00000162600	1	p
OMA1	1	p
ENSG00000177628	1	q
GBA1	1	q
ENSG00000173662	1	p
TAS1R1	1	p
ENSG00000163568	1	q
AIM2	1	q
ENSG00000125703	1	p
ATG4C	1	p
ENSG00000084652	1	p
TXLNA	1	p
ENSG00000078618	1	p
NRDC	1	p
ENSG00000118298	1	q
CA14	1	q
ENSG00000203724	1	q
C1orf53	1	q
ENSG00000164011	1	p
ZNF691	1	p
ENSG00000121644	1	q
DESI2	1	q
ENSG00000123684	1	q
LPGAT1	1	q
ENSG00000116990	1	p
MYCL	1	p
ENSG00000143554	1	q
SLC27A3	1	q
ENSG00000174059	1	q
CD34	1	q
ENSG00000134222	1	p
PSRC1	1	p
ENSG00000176444	1	q
CLK2	1	q
ENSG00000090432	1	p
MUL1	1	p
ENSG00000143013	1	p
LMO4	1	p
ENSG00000116750	1	q
UCHL5	1	q
ENSG00000120949	1	p
TNFRSF8	1	p
ENSG00000008118	1	q
CAMK1G	1	q
ENSG00000187980	1	p
PLA2G2C	1	p
ENSG00000127483	1	p
HP1BP3	1	p
ENSG00000156876	1	p
SASS6	1	p
ENSG00000277462	1	q
ZNF670	1	q
ENSG00000143368	1	q
SF3B4	1	q
ENSG00000143319	1	q
ISG20L2	1	q
ENSG00000154342	1	q
WNT3A	1	q
ENSG00000153187	1	q
HNRNPU	1	q
ENSG00000243749	1	p
TMEM35B	1	p
ENSG00000162761	1	q
LMX1A	1	q
ENSG00000121957	1	p
GPSM2	1	p
ENSG00000198715	1	q
GLMP	1	q
ENSG00000184908	1	p
CLCNKB	1	p
ENSG00000160691	1	q
SHC1	1	q
ENSG00000158828	1	p
PINK1	1	p
ENSG00000116649	1	p
SRM	1	p
ENSG00000163563	1	q
MNDA	1	q
ENSG00000143294	1	q
PRCC	1	q
ENSG00000239887	1	q
C1orf226	1	q
ENSG00000116161	1	q
CACYBP	1	q
ENSG00000188157	1	p
AGRN	1	p
ENSG00000116574	1	q
RHOU	1	q
ENSG00000158748	1	p
HTR6	1	p
ENSG00000154451	1	p
GBP5	1	p
ENSG00000176092	1	p
CRYBG2	1	p
ENSG00000163239	1	q
TDRD10	1	q
ENSG00000122481	1	p
RWDD3	1	p
ENSG00000116793	1	p
PHTF1	1	p
ENSG00000163041	1	q
H3-3A	1	q
ENSG00000186891	1	p
TNFRSF18	1	p
ENSG00000174307	1	q
PHLDA3	1	q
ENSG00000081026	1	p
MAGI3	1	p
ENSG00000120370	1	q
GORAB	1	q
ENSG00000160856	1	q
FCRL3	1	q
ENSG00000075391	1	q
RASAL2	1	q
ENSG00000116141	1	q
MARK1	1	q
ENSG00000143862	1	q
ARL8A	1	q
ENSG00000117450	1	p
PRDX1	1	p
ENSG00000143771	1	q
CNIH4	1	q
ENSG00000143486	1	q
EIF2D	1	q
ENSG00000224051	1	p
CPTP	1	p
ENSG00000162384	1	p
CZIB	1	p
ENSG00000188295	1	q
ZNF669	1	q
ENSG00000143226	1	q
FCGR2A	1	q
ENSG00000135776	1	q
ABCB10	1	q
ENSG00000116641	1	p
DOCK7	1	p
ENSG00000198860	1	q
TSEN15	1	q
ENSG00000116874	1	p
WARS2	1	p
ENSG00000188984	1	p
AADACL3	1	p
ENSG00000143669	1	q
LYST	1	q
ENSG00000157181	1	q
ODR4	1	q
ENSG00000143569	1	q
UBAP2L	1	q
ENSG00000076356	1	q
PLXNA2	1	q
ENSG00000117154	1	p
IGSF21	1	p
ENSG00000203666	1	q
DRC8	1	q
ENSG00000117519	1	p
CNN3	1	p
ENSG00000162482	1	p
AKR7A3	1	p
ENSG00000142627	1	p
EPHA2	1	p
ENSG00000203857	1	p
HSD3B1	1	p
ENSG00000116198	1	p
CEP104	1	p
ENSG00000116288	1	p
PARK7	1	p
ENSG00000158246	1	p
TENT5B	1	p
ENSG00000197852	1	p
INKA2	1	p
ENSG00000132680	1	q
KHDC4	1	q
ENSG00000162910	1	q
MRPL55	1	q
ENSG00000159409	1	q
CELF3	1	q
ENSG00000197273	1	p
GUCA2A	1	p
ENSG00000135801	1	q
TAF5L	1	q
ENSG00000143167	1	q
GPA33	1	q
ENSG00000092978	1	q
GPATCH2	1	q
ENSG00000143333	1	q
RGS16	1	q
ENSG00000116830	1	p
TTF2	1	p
ENSG00000244414	1	q
CFHR1	1	q
ENSG00000118655	1	p
DCLRE1B	1	p
ENSG00000060642	1	p
PIGV	1	p
ENSG00000168765	1	p
GSTM4	1	p
ENSG00000143570	1	q
SLC39A1	1	q
ENSG00000174842	1	p
GLMN	1	p
ENSG00000090621	1	p
PABPC4	1	p
ENSG00000174876	1	p
AMY1B	1	p
ENSG00000117215	1	p
PLA2G2D	1	p
ENSG00000132763	1	p
MMACHC	1	p
ENSG00000132849	1	p
PATJ	1	p
ENSG00000143179	1	q
UCK2	1	q
ENSG00000116489	1	p
CAPZA1	1	p
ENSG00000121481	1	q
RNF2	1	q
ENSG00000162735	1	q
PEX19	1	q
ENSG00000271601	1	q
LIX1L	1	q
ENSG00000133048	1	q
CHI3L1	1	q
ENSG00000154309	1	q
DISP1	1	q
ENSG00000204859	1	p
ZBTB48	1	p
ENSG00000142606	1	p
MMEL1	1	p
ENSG00000162378	1	p
ZYG11B	1	p
ENSG00000127074	1	q
RGS13	1	q
ENSG00000242485	1	p
MRPL20	1	p
ENSG00000198691	1	p
ABCA4	1	p
ENSG00000009709	1	p
PAX7	1	p
ENSG00000132881	1	p
CPLANE2	1	p
ENSG00000116984	1	q
MTR	1	q
ENSG00000143194	1	q
MAEL	1	q
ENSG00000136630	1	q
HLX	1	q
ENSG00000162630	1	q
B3GALT2	1	q
ENSG00000241794	1	q
SPRR2A	1	q
ENSG00000158161	1	p
EYA3	1	p
ENSG00000049246	1	p
PER3	1	p
ENSG00000143452	1	q
HORMAD1	1	q
ENSG00000117593	1	q
DARS2	1	q
ENSG00000162843	1	q
WDR64	1	q
ENSG00000132716	1	q
DCAF8	1	q
ENSG00000117528	1	p
ABCD3	1	p
ENSG00000135828	1	q
RNASEL	1	q
ENSG00000203963	1	p
C1orf141	1	p
ENSG00000197780	1	p
TAF13	1	p
ENSG00000116337	1	p
AMPD2	1	p
ENSG00000143845	1	q
ETNK2	1	q
ENSG00000189339	1	p
SLC35E2B	1	p
ENSG00000122477	1	p
LRRC39	1	p
ENSG00000119283	1	q
TRIM67	1	q
ENSG00000133216	1	p
EPHB2	1	p
ENSG00000121903	1	p
ZSCAN20	1	p
ENSG00000142632	1	p
ARHGEF19	1	p
ENSG00000116809	1	p
ZBTB17	1	p
ENSG00000085433	1	p
WDR47	1	p
ENSG00000160783	1	q
PMF1	1	q
ENSG00000162722	1	q
TRIM58	1	q
ENSG00000162551	1	p
ALPL	1	p
ENSG00000158793	1	q
NIT1	1	q
ENSG00000162391	1	p
FAM151A	1	p
ENSG00000183347	1	p
GBP6	1	p
ENSG00000117281	1	q
CD160	1	q
ENSG00000159588	1	p
CCDC17	1	p
ENSG00000137944	1	p
KYAT3	1	p
ENSG00000270629	1	q
NBPF14	1	q
ENSG00000225556	1	q
C2CD4D	1	q
ENSG00000163531	1	q
NFASC	1	q
ENSG00000132196	1	q
HSD17B7	1	q
ENSG00000120341	1	q
SEC16B	1	q
ENSG00000183386	1	p
FHL3	1	p
ENSG00000121775	1	p
TMEM39B	1	p
ENSG00000116771	1	p
AGMAT	1	p
ENSG00000023909	1	p
GCLM	1	p
ENSG00000125459	1	q
MSTO1	1	q
ENSG00000116783	1	p
TNNI3K	1	p
ENSG00000163909	1	p
HEYL	1	p
ENSG00000143442	1	q
POGZ	1	q
ENSG00000126698	1	p
DNAJC8	1	p
ENSG00000188761	1	p
BCL2L15	1	p
ENSG00000143107	1	p
FNDC7	1	p
ENSG00000134686	1	p
PHC2	1	p
ENSG00000182827	1	q
ACBD3	1	q
ENSG00000189409	1	p
MMP23B	1	p
ENSG00000162889	1	q
MAPKAPK2	1	q
ENSG00000163374	1	q
YY1AP1	1	q
ENSG00000084070	1	p
SMAP2	1	p
ENSG00000117598	1	p
PLPPR5	1	p
ENSG00000215784	1	q
FAM72D	1	q
ENSG00000131778	1	q
CHD1L	1	q
ENSG00000116679	1	q
IVNS1ABP	1	q
ENSG00000143819	1	q
EPHX1	1	q
ENSG00000075151	1	p
EIF4G3	1	p
ENSG00000163220	1	q
S100A9	1	q
ENSG00000142686	1	p
C1orf216	1	p
ENSG00000185630	1	q
PBX1	1	q
ENSG00000143382	1	q
ADAMTSL4	1	q
ENSG00000084073	1	p
ZMPSTE24	1	p
ENSG00000197530	1	p
MIB2	1	p
ENSG00000134375	1	q
TIMM17A	1	q
ENSG00000236782	1	p
ZNF593OS	1	p
ENSG00000163221	1	q
S100A12	1	q
ENSG00000049249	1	p
TNFRSF9	1	p
ENSG00000197056	1	p
ZMYM1	1	p
ENSG00000116539	1	q
ASH1L	1	q
ENSG00000243725	1	p
TTC4	1	p
ENSG00000120333	1	q
MRPS14	1	q
ENSG00000143162	1	q
CREG1	1	q
ENSG00000116191	1	q
RALGPS2	1	q
ENSG00000118217	1	q
ATF6	1	q
ENSG00000173726	1	q
TOMM20	1	q
ENSG00000178821	1	p
TMEM52	1	p
ENSG00000116731	1	p
PRDM2	1	p
ENSG00000127124	1	p
HIVEP3	1	p
ENSG00000187961	1	p
KLHL17	1	p
ENSG00000117650	1	q
NEK2	1	q
ENSG00000162512	1	p
SDC3	1	p
ENSG00000160716	1	q
CHRNB2	1	q
ENSG00000215883	1	p
CYB5RL	1	p
ENSG00000117362	1	q
APH1A	1	q
ENSG00000176393	1	q
RNPEP	1	q
ENSG00000142867	1	p
BCL10	1	p
ENSG00000185519	1	p
FAM131C	1	p
ENSG00000162594	1	p
IL23R	1	p
ENSG00000163346	1	q
PBXIP1	1	q
ENSG00000162607	1	p
USP1	1	p
ENSG00000279169	1	p
PRAMEF13	1	p
ENSG00000162458	1	p
FBLIM1	1	p
ENSG00000163479	1	q
SSR2	1	q
ENSG00000155761	1	p
SPAG17	1	p
ENSG00000158825	1	p
CDA	1	p
ENSG00000142694	1	p
EVA1B	1	p
ENSG00000179403	1	p
VWA1	1	p
ENSG00000142748	1	p
FCN3	1	p
ENSG00000127054	1	p
INTS11	1	p
ENSG00000136636	1	q
KCTD3	1	q
ENSG00000143793	1	q
C1orf35	1	q
ENSG00000162623	1	p
TYW3	1	p
ENSG00000203814	1	q
H2BC18	1	q
ENSG00000143748	1	q
NVL	1	q
ENSG00000143469	1	q
SYT14	1	q
ENSG00000184588	1	p
PDE4B	1	p
ENSG00000143443	1	q
C1orf56	1	q
ENSG00000177181	1	p
RIMKLA	1	p
ENSG00000134709	1	p
HOOK1	1	p
ENSG00000117407	1	p
ARTN	1	p
ENSG00000041988	1	p
THAP3	1	p
ENSG00000134248	1	p
LAMTOR5	1	p
ENSG00000168653	1	p
NDUFS5	1	p
ENSG00000080910	1	q
CFHR2	1	q
ENSG00000181036	1	q
FCRL6	1	q
ENSG00000143418	1	q
CERS2	1	q
ENSG00000133019	1	q
CHRM3	1	q
ENSG00000171722	1	q
SPATA46	1	q
ENSG00000086015	1	p
MAST2	1	p
ENSG00000142794	1	p
NBPF3	1	p
ENSG00000116183	1	q
PAPPA2	1	q
ENSG00000169418	1	q
NPR1	1	q
ENSG00000158869	1	q
FCER1G	1	q
ENSG00000197959	1	q
DNM3	1	q
ENSG00000082482	1	q
KCNK2	1	q
ENSG00000143153	1	q
ATP1B1	1	q
ENSG00000136628	1	q
EPRS1	1	q
ENSG00000143499	1	q
SMYD2	1	q
ENSG00000143630	1	q
HCN3	1	q
ENSG00000162521	1	p
RBBP4	1	p
ENSG00000203747	1	q
FCGR3A	1	q
ENSG00000137992	1	p
DBT	1	p
ENSG00000117122	1	p
MFAP2	1	p
ENSG00000179456	1	q
ZBTB18	1	q
ENSG00000158773	1	q
USF1	1	q
ENSG00000117425	1	p
PTCH2	1	p
ENSG00000157911	1	p
PEX10	1	p
ENSG00000134207	1	p
SYT6	1	p
ENSG00000156171	1	p
DRAM2	1	p
ENSG00000099260	1	p
PALMD	1	p
ENSG00000198793	1	p
MTOR	1	p
ENSG00000117480	1	p
FAAH	1	p
ENSG00000282881	1	p
TMEM275	1	p
ENSG00000162572	1	p
SCNN1D	1	p
ENSG00000183853	1	q
KIRREL1	1	q
ENSG00000150681	1	q
RGS18	1	q
ENSG00000143643	1	q
TTC13	1	q
ENSG00000116128	1	q
BCL9	1	q
ENSG00000162641	1	p
AKNAD1	1	p
ENSG00000143127	1	q
ITGA10	1	q
ENSG00000196517	1	p
SLC6A9	1	p
ENSG00000142609	1	p
CFAP74	1	p
ENSG00000143375	1	q
CGN	1	q
ENSG00000263956	1	q
NBPF11	1	q
ENSG00000020129	1	p
NCDN	1	p
ENSG00000196754	1	q
S100A2	1	q
ENSG00000090020	1	p
SLC9A1	1	p
ENSG00000135763	1	q
URB2	1	q
ENSG00000134258	1	p
VTCN1	1	p
ENSG00000162642	1	p
C1orf52	1	p
ENSG00000007341	1	p
ST7L	1	p
ENSG00000162399	1	p
BSND	1	p
ENSG00000158006	1	p
PAFAH2	1	p
ENSG00000162408	1	p
NOL9	1	p
ENSG00000215704	1	p
CELA2B	1	p
ENSG00000177954	1	q
RPS27	1	q
ENSG00000143552	1	q
NUP210L	1	q
ENSG00000183291	1	p
SELENOF	1	p
ENSG00000143033	1	p
MTF2	1	p
ENSG00000088035	1	p
ALG6	1	p
ENSG00000196369	1	q
SRGAP2B	1	q
ENSG00000081721	1	q
DUSP12	1	q
ENSG00000116752	1	p
BCAS2	1	p
ENSG00000142676	1	p
RPL11	1	p
ENSG00000169218	1	p
RSPO1	1	p
ENSG00000163467	1	q
TSACC	1	q
ENSG00000198574	1	q
SH2D1B	1	q
ENSG00000142675	1	p
CNKSR1	1	p
ENSG00000171943	1	p
SRGAP2C	1	p
ENSG00000065183	1	p
WDR3	1	p
ENSG00000163141	1	q
BNIPL	1	q
ENSG00000175279	1	p
CENPS	1	p
ENSG00000143147	1	q
GPR161	1	q
ENSG00000143149	1	q
ALDH9A1	1	q
ENSG00000134253	1	p
TRIM45	1	p
ENSG00000143171	1	q
RXRG	1	q
ENSG00000004455	1	p
AK2	1	p
ENSG00000024526	1	p
DEPDC1	1	p
ENSG00000173947	1	p
CIMAP3	1	p
ENSG00000085840	1	p
ORC1	1	p
ENSG00000181773	1	p
GPR3	1	p
ENSG00000157330	1	p
CFAP107	1	p
ENSG00000116885	1	p
OSCP1	1	p
ENSG00000189334	1	q
S100A14	1	q
ENSG00000162733	1	q
DDR2	1	q
ENSG00000162618	1	p
ADGRL4	1	p
ENSG00000083444	1	p
PLOD1	1	p
ENSG00000163564	1	q
PYHIN1	1	q
ENSG00000179178	1	p
TMEM125	1	p
ENSG00000117245	1	p
KIF17	1	p
ENSG00000143653	1	q
SCCPDH	1	q
ENSG00000198771	1	q
RCSD1	1	q
ENSG00000283324	1	q
CTXND2	1	q
ENSG00000169213	1	p
RAB3B	1	p
ENSG00000134668	1	p
SPOCD1	1	p
ENSG00000143258	1	q
USP21	1	q
ENSG00000117600	1	p
PLPPR4	1	p
ENSG00000203910	1	p
C1orf146	1	p
ENSG00000185523	1	q
SPATA45	1	q
ENSG00000121764	1	p
HCRTR1	1	p
ENSG00000058799	1	p
YIPF1	1	p
ENSG00000143553	1	q
SNAPIN	1	q
ENSG00000169469	1	q
SPRR1B	1	q
ENSG00000198821	1	q
CD247	1	q
ENSG00000143839	1	q
REN	1	q
ENSG00000187010	1	p
RHD	1	p
ENSG00000188015	1	q
S100A3	1	q
ENSG00000203995	1	p
ZYG11A	1	p
ENSG00000047410	1	q
TPR	1	q
ENSG00000116668	1	q
SWT1	1	q
ENSG00000121900	1	p
TMEM54	1	p
ENSG00000143318	1	q
CASQ1	1	q
ENSG00000187223	1	q
LCE2D	1	q
ENSG00000237763	1	p
AMY1A	1	p
ENSG00000116985	1	p
BMP8B	1	p
ENSG00000160087	1	p
UBE2J2	1	p
ENSG00000158874	1	q
APOA2	1	q
ENSG00000158055	1	p
GRHL3	1	p
ENSG00000132677	1	q
RHBG	1	q
ENSG00000196154	1	q
S100A4	1	q
ENSG00000146463	1	p
ZMYM4	1	p
ENSG00000097021	1	p
ACOT7	1	p
ENSG00000198700	1	q
IPO9	1	q
ENSG00000169174	1	p
PCSK9	1	p
ENSG00000116205	1	p
TCEANC2	1	p
ENSG00000162493	1	p
PDPN	1	p
ENSG00000188783	1	q
PRELP	1	q
ENSG00000188910	1	p
GJB3	1	p
ENSG00000168275	1	q
COA6	1	q
ENSG00000265241	1	q
RBM8A	1	q
ENSG00000198765	1	p
SYCP1	1	p
ENSG00000177868	1	p
SVBP	1	p
ENSG00000143847	1	q
PPFIA4	1	q
ENSG00000000460	1	q
FIRRM	1	q
ENSG00000177414	1	p
UBE2U	1	p
ENSG00000162620	1	p
LRRIQ3	1	p
ENSG00000053372	1	p
MRTO4	1	p
ENSG00000134684	1	p
YARS1	1	p
ENSG00000142973	1	p
CYP4B1	1	p
ENSG00000162779	1	q
AXDND1	1	q
ENSG00000117133	1	p
RPF1	1	p
ENSG00000269113	1	p
TRABD2B	1	p
ENSG00000162738	1	q
VANGL2	1	q
ENSG00000188976	1	p
NOC2L	1	p
ENSG00000160767	1	q
ENTREP3	1	q
ENSG00000116132	1	q
PRRX1	1	q
ENSG00000117525	1	p
F3	1	p
ENSG00000175087	1	p
PDIK1L	1	p
ENSG00000163156	1	q
SCNM1	1	q
ENSG00000160752	1	q
FDPS	1	q
ENSG00000143502	1	q
SUSD4	1	q
ENSG00000163348	1	q
PYGO2	1	q
ENSG00000203943	1	p
SAMD13	1	p
ENSG00000159596	1	p
TMEM69	1	p
ENSG00000120334	1	q
CENPL	1	q
ENSG00000171502	1	p
COL24A1	1	p
ENSG00000142945	1	p
KIF2C	1	p
ENSG00000137941	1	p
TTLL7	1	p
ENSG00000159527	1	q
PGLYRP3	1	q
ENSG00000143155	1	q
TIPRL	1	q
ENSG00000205090	1	p
TMEM240	1	p
ENSG00000049247	1	p
UTS2	1	p
ENSG00000184677	1	p
ZBTB40	1	p
ENSG00000159164	1	q
SV2A	1	q
ENSG00000143416	1	q
SELENBP1	1	q
ENSG00000060718	1	p
COL11A1	1	p
ENSG00000116221	1	p
MRPL37	1	p
ENSG00000184313	1	p
MROH7	1	p
ENSG00000197622	1	q
CDC42SE1	1	q
ENSG00000196182	1	p
STK40	1	p
ENSG00000183814	1	q
